order-date,order-date-day,order-no,platform,category,sku,state,cust-zone,qty,revenue
01-11-2024,1,A18468,Plt1,Cat2,sku5,JHARKHAND,E,1,1100
01-11-2024,1,A18469,Plt1,Cat2,sku2,ODISHA,E,1,1999
01-11-2024,1,A18470,Plt1,Cat4,sku106,DELHI,N,1,2169
01-11-2024,1,A18471,Plt1,Cat4,sku15,DELHI,N,1,2184.05
01-11-2024,1,A18471,Plt1,Cat2,sku25,DELHI,N,1,1565.34
01-11-2024,1,A18472,Plt1,Cat2,sku68,DELHI,N,1,2152.71
01-11-2024,1,A18473,Plt1,Cat2,sku13,PUNJAB,N,1,1424.05
01-11-2024,1,A18474,Plt1,Cat5,sku142,KARNATAKA,S,1,4274.05
01-11-2024,1,A18475,Plt1,Cat2,sku5,KARNATAKA,S,1,1100
01-11-2024,1,A18476,Plt1,Cat4,sku33,PUNJAB,N,1,2299
01-11-2024,1,A18477,Plt1,Cat6,sku72,MAHARASHTRA,W,1,1519
01-11-2024,1,A18478,Plt1,Cat2,sku13,TELANGANA,S,1,1499
01-11-2024,1,A18479,Plt1,Cat1,sku103,MAHARASHTRA,W,1,4055.55
01-11-2024,1,A18480,Plt1,Cat1,sku107,WEST BENGAL,E,1,4655
01-11-2024,1,A18481,Plt1,Cat2,sku10,KARNATAKA,S,1,1699
01-11-2024,1,A18482,Plt1,Cat2,sku28,KERALA,S,1,2199
01-11-2024,1,A18483,Plt1,Cat2,sku2,KARNATAKA,S,1,1899.05
01-11-2024,1,A18484,Plt1,Cat1,sku19,MAHARASHTRA,W,1,4560
01-11-2024,1,A18485,Plt1,Cat2,sku5,KARNATAKA,S,1,1100
01-11-2024,1,A18486,Plt1,Cat1,sku74,ANDHRA PRADESH,S,1,3099
01-11-2024,1,A18487,Plt1,Cat6,sku73,ASSAM,E,1,1519
01-11-2024,1,A18488,Plt1,Cat1,sku97,TELANGANA,S,1,3657.5
01-11-2024,1,A18489,Plt1,Cat6,sku40,MADHYA PRADESH,W,1,2149
01-11-2024,1,A18490,Plt1,Cat1,sku116,ANDHRA PRADESH,S,1,3609.05
01-11-2024,1,A18491,Plt1,Cat2,sku13,DELHI,N,1,1499
01-11-2024,1,A18492,Plt1,Cat2,sku5,KARNATAKA,S,1,1100
01-11-2024,1,A18493,Plt1,Cat1,sku83,HARYANA,N,1,3799
01-11-2024,1,A18493,Plt1,Cat1,sku74,HARYANA,N,1,3099
01-11-2024,1,A18494,Plt1,Cat2,sku41,MAHARASHTRA,W,1,1499
01-11-2024,1,A18495,Plt1,Cat6,sku45,UTTAR PRADESH,N,1,1443.05
01-11-2024,1,A18496,Plt1,Cat1,sku103,TAMIL NADU,S,1,4055.55
01-11-2024,1,A18497,Plt1,Cat2,sku41,WEST BENGAL,E,1,1424.05
01-11-2024,1,A18498,Plt1,Cat2,sku10,TAMIL NADU,S,1,1699
01-11-2024,1,A18499,Plt1,Cat6,sku72,TAMIL NADU,S,1,1519
01-11-2024,1,A18500,Plt1,Cat6,sku18,TAMIL NADU,S,1,1699.55
01-11-2024,1,A18501,Plt1,Cat6,sku18,MAHARASHTRA,W,1,1699.55
01-11-2024,1,A18502,Plt1,Cat6,sku53,HARYANA,N,1,1759
01-11-2024,1,A18503,Plt1,Cat4,sku4,KARNATAKA,S,1,2299
01-11-2024,1,A18504,Plt1,Cat5,sku146,KARNATAKA,S,1,4499
01-11-2024,1,A18505,Plt1,Cat4,sku33,HARYANA,N,1,2299
01-11-2024,1,A18506,Plt1,Cat6,sku140,TELANGANA,S,1,2089
01-11-2024,1,A18507,Plt1,Cat1,sku92,MAHARASHTRA,W,1,3800
01-11-2024,1,A18508,Plt1,Cat2,sku31,KARNATAKA,S,1,1045
01-11-2024,1,A18509,Plt1,Cat2,sku65,MAHARASHTRA,W,1,879
01-11-2024,1,A18510,Plt1,Cat1,sku102,MAHARASHTRA,W,1,3800
01-11-2024,1,A18511,Plt1,Cat6,sku45,ANDHRA PRADESH,S,1,1519
01-11-2024,1,A18512,Plt1,Cat2,sku36,UTTAR PRADESH,N,1,1045
01-11-2024,1,A18513,Plt1,Cat3,sku16,MAHARASHTRA,W,1,949.05
01-11-2024,1,A18514,Plt1,Cat6,sku45,TAMIL NADU,S,1,1519
01-11-2024,1,A18515,Plt1,Cat4,sku33,GOA,W,1,2299
01-11-2024,1,A18516,Plt1,Cat2,sku51,WEST BENGAL,E,1,1140
01-11-2024,1,A18517,Plt1,Cat2,sku58,BIHAR,E,1,1199
01-11-2024,1,A18518,Plt1,Cat1,sku63,KERALA,S,1,3839
01-11-2024,1,A18519,Plt1,Cat4,sku33,DELHI,N,1,2184.05
01-11-2024,1,A18520,Plt1,Cat2,sku58,MAHARASHTRA,W,1,1139.05
01-11-2024,1,A18521,Plt1,Cat4,sku106,HARYANA,N,1,2060.55
01-11-2024,1,A18522,Plt1,Cat6,sku55,MAHARASHTRA,W,1,1819
01-11-2024,1,A18523,Plt1,Cat6,sku18,MAHARASHTRA,W,1,1789
01-11-2024,1,A18524,Plt1,Cat6,sku9,HARYANA,N,1,1559
01-11-2024,1,A18525,Plt1,Cat4,sku46,TAMIL NADU,S,1,0
01-11-2024,1,A18526,Plt1,Cat3,sku16,TAMIL NADU,S,1,999
01-11-2024,1,A18527,Plt1,Cat4,sku106,MAHARASHTRA,W,1,2169
01-11-2024,1,A18528,Plt1,Cat1,sku136,BIHAR,E,1,3314.55
01-11-2024,1,A18529,Plt1,Cat6,sku40,DELHI,N,1,2149
01-11-2024,1,A18530,Plt1,Cat1,sku88,KERALA,S,1,5250
01-11-2024,1,A18531,Plt1,Cat1,sku34,KERALA,S,1,4655
01-11-2024,1,A18532,Plt1,Cat2,sku5,DELHI,N,1,1045
01-11-2024,1,A18533,Plt1,Cat4,sku15,DELHI,N,1,2299
01-11-2024,1,A18534,Plt1,Cat1,sku98,RAJASTHAN,W,1,3705
01-11-2024,1,A18535,Plt1,Cat2,sku7,DELHI,N,1,1599
01-11-2024,1,A18536,Plt1,Cat4,sku33,HIMACHAL PRADESH,N,1,2299
01-11-2024,1,A18537,Plt1,Cat2,sku2,JAMMU AND KASHMIR,N,1,1899.05
01-11-2024,1,A18538,Plt1,Cat1,sku109,GUJARAT,W,1,3818.05
01-11-2024,1,A18539,Plt1,Cat4,sku106,TELANGANA,S,1,2169
01-11-2024,1,A18540,Plt1,Cat2,sku7,MADHYA PRADESH,W,1,1519.05
01-11-2024,1,A18541,Plt1,Cat2,sku121,TELANGANA,S,1,1499
01-11-2024,1,A18542,Plt1,Cat2,sku35,MAHARASHTRA,W,1,1499
01-11-2024,1,A18543,Plt1,Cat6,sku8,KARNATAKA,S,1,2089
01-11-2024,1,A18544,Plt1,Cat1,sku96,KARNATAKA,S,1,3850
01-11-2024,1,A18545,Plt1,Cat2,sku68,MAHARASHTRA,W,1,2199
01-11-2024,1,A18546,Plt1,Cat2,sku5,DELHI,N,1,1045
01-11-2024,1,A18547,Plt1,Cat2,sku2,TELANGANA,S,1,1899.05
01-11-2024,1,A18548,Plt1,Cat4,sku15,TAMIL NADU,S,1,2184.05
01-11-2024,1,A18549,Plt1,Cat4,sku33,MAHARASHTRA,W,1,2184.05
01-11-2024,1,A18550,Plt1,Cat4,sku106,KARNATAKA,S,1,2060.55
01-11-2024,1,A18551,Plt1,Cat4,sku33,KARNATAKA,S,1,2184.05
01-11-2024,1,A18552,Plt1,Cat2,sku141,WEST BENGAL,E,1,2184.05
01-11-2024,1,A18553,Plt1,Cat6,sku8,TELANGANA,S,1,1984.55
01-11-2024,1,A18554,Plt1,Cat1,sku23,TELANGANA,S,1,3657.5
01-11-2024,1,A18555,Plt1,Cat2,sku25,MAHARASHTRA,W,1,1519.05
01-11-2024,1,A18556,Plt1,Cat2,sku5,KERALA,S,1,1100
01-11-2024,1,A18557,Plt1,Cat2,sku79,DELHI,N,1,2184.05
01-11-2024,1,A18558,Plt1,Cat4,sku106,ANDHRA PRADESH,S,1,2169
01-11-2024,1,A18559,Plt1,Cat6,sku18,MAHARASHTRA,W,1,1789
01-11-2024,1,A18560,Plt1,Cat2,sku41,ANDHRA PRADESH,S,1,1424.05
01-11-2024,1,A18561,Plt1,Cat6,sku8,RAJASTHAN,W,1,2089
01-11-2024,1,A18562,Plt1,Cat1,sku23,RAJASTHAN,W,1,3657.5
01-11-2024,1,A18563,Plt1,Cat3,sku16,KERALA,S,1,949.05
01-11-2024,1,A18564,Plt1,Cat3,sku16,TELANGANA,S,1,999
01-11-2024,1,A18565,Plt1,Cat1,sku102,MADHYA PRADESH,W,1,3990
01-11-2024,1,A18566,Plt1,Cat4,sku15,MAHARASHTRA,W,1,2184.05
01-11-2024,1,A18567,Plt1,Cat2,sku41,MAHARASHTRA,W,1,1424.05
01-11-2024,1,A18568,Plt1,Cat4,sku15,TAMIL NADU,S,1,2184.05
01-11-2024,1,A18569,Plt1,Cat6,sku40,HARYANA,N,1,2041.55
01-11-2024,1,A18570,Plt1,Cat4,sku15,TELANGANA,S,1,2299
01-11-2024,1,A18571,Plt1,Cat2,sku31,TELANGANA,S,1,1045
01-11-2024,1,A18572,Plt1,Cat6,sku45,TAMIL NADU,S,1,1519
01-11-2024,1,A18573,Plt1,Cat4,sku33,MAHARASHTRA,W,1,2184.05
01-11-2024,1,A18574,Plt1,Cat6,sku18,TAMIL NADU,S,1,1789
01-11-2024,1,A18575,Plt1,Cat6,sku40,TAMIL NADU,S,1,2149
01-11-2024,1,A18576,Plt1,Cat1,sku190,HARYANA,N,1,4555.25
01-11-2024,1,A18577,Plt1,Cat4,sku15,WEST BENGAL,E,1,2184.05
01-11-2024,1,A18578,Plt1,Cat2,sku41,PUNJAB,N,1,1424.05
01-11-2024,1,A18579,Plt1,Cat4,sku4,ODISHA,E,1,2299
01-11-2024,1,A18580,Plt1,Cat1,sku250,MAHARASHTRA,W,1,10336
01-11-2024,1,A18581,Plt1,Cat6,sku8,ANDHRA PRADESH,S,1,1984.55
01-11-2024,1,A18582,Plt1,Cat4,sku4,WEST BENGAL,E,1,2184.05
01-11-2024,1,A18583,Plt1,Cat1,sku62,UTTAR PRADESH,N,1,2499
01-11-2024,1,A18584,Plt1,Cat2,sku5,TAMIL NADU,S,1,1045
01-11-2024,1,A18585,Plt1,Cat3,sku3,UTTAR PRADESH,N,1,1099
01-11-2024,1,A18586,Plt1,Cat2,sku79,ODISHA,E,1,2184.05
01-11-2024,1,A18587,Plt1,Cat1,sku66,UTTAR PRADESH,N,1,4600
01-11-2024,1,A18588,Plt1,Cat6,sku37,WEST BENGAL,E,1,1595.05
01-11-2024,1,A18589,Plt1,Cat3,sku3,ODISHA,E,1,1044.05
01-11-2024,1,A18590,Plt1,Cat6,sku8,CHHATTISGARH,W,1,2089
01-11-2024,1,A18591,Plt1,Cat6,sku8,WEST BENGAL,E,1,2089
01-11-2024,1,A18592,Plt1,Cat4,sku106,PUNJAB,N,1,2169
01-11-2024,1,A18593,Plt1,Cat6,sku20,MADHYA PRADESH,W,1,1690.05
01-11-2024,1,A18594,Plt1,Cat4,sku106,GUJARAT,W,1,2169
01-11-2024,1,A18595,Plt1,Cat6,sku45,ANDHRA PRADESH,S,1,1443.05
01-11-2024,1,A18596,Plt1,Cat2,sku68,MAHARASHTRA,W,1,2089.05
01-11-2024,1,A18597,Plt1,Cat6,sku18,UTTAR PRADESH,N,1,1789
01-11-2024,1,A18598,Plt1,Cat4,sku46,MAHARASHTRA,W,1,2169
01-11-2024,1,A18599,Plt1,Cat3,sku3,CHHATTISGARH,W,1,1044.05
01-11-2024,1,A18600,Plt1,Cat6,sku24,TAMIL NADU,S,1,1699.55
01-11-2024,1,A18601,Plt1,Cat6,sku73,DELHI,N,1,1519
01-11-2024,1,A18602,Plt1,Cat3,sku3,TELANGANA,S,1,1099
01-11-2024,1,A18603,Plt1,Cat2,sku41,KARNATAKA,S,1,1424.05
01-11-2024,1,A18604,Plt1,Cat2,sku2,UTTAR PRADESH,N,1,1899.05
01-11-2024,1,A18605,Plt1,Cat6,sku40,DELHI,N,1,2041.55
01-11-2024,1,A18606,Plt1,Cat4,sku15,RAJASTHAN,W,1,2184.05
01-11-2024,1,A18607,Plt1,Cat4,sku33,HARYANA,N,1,2299
01-11-2024,1,A18608,Plt1,Cat6,sku139,MAHARASHTRA,W,1,2149
01-11-2024,1,A18609,Plt1,Cat2,sku41,KARNATAKA,S,1,1424.05
01-11-2024,1,A18610,Plt1,Cat4,sku46,GUJARAT,W,1,2060.55
01-11-2024,1,A18611,Plt1,Cat4,sku106,UTTAR PRADESH,N,1,2060.55
01-11-2024,1,A18612,Plt1,Cat6,sku104,TELANGANA,S,1,1680.55
01-11-2024,1,A18613,Plt1,Cat6,sku11,ANDHRA PRADESH,S,1,1595.05
01-11-2024,1,A18614,Plt1,Cat6,sku77,ASSAM,E,1,1779
01-11-2024,1,A18615,Plt1,Cat1,sku23,TAMIL NADU,S,1,3657.5
01-11-2024,1,A18616,Plt1,Cat2,sku12,KERALA,S,1,1519.05
01-11-2024,1,A18617,Plt1,Cat4,sku106,MADHYA PRADESH,W,1,2169
01-11-2024,1,A18618,Plt1,Cat1,sku49,GUJARAT,W,1,3150
01-11-2024,1,A18619,Plt1,Cat1,sku34,DELHI,N,1,4655
01-11-2024,1,A18620,Plt1,Cat2,sku13,WEST BENGAL,E,1,1424.05
01-11-2024,1,A18621,Plt1,Cat6,sku45,UTTAR PRADESH,N,1,1519
01-11-2024,1,A18622,Plt1,Cat6,sku18,KARNATAKA,S,1,1789
01-11-2024,1,A18623,Plt1,Cat4,sku4,TAMIL NADU,S,1,2299
01-11-2024,1,A18624,Plt1,Cat2,sku5,TELANGANA,S,1,1100
01-11-2024,1,A18625,Plt1,Cat2,sku28,PONDICHERRY,S,1,2199
01-11-2024,1,A18626,Plt1,Cat2,sku31,GUJARAT,W,1,1100
01-11-2024,1,A18627,Plt1,Cat2,sku5,MAHARASHTRA,W,1,1100
01-11-2024,1,A18628,Plt1,Cat4,sku33,UTTAR PRADESH,N,1,2184.05
01-11-2024,1,A18629,Plt1,Cat2,sku65,HARYANA,N,1,879
01-11-2024,1,A18630,Plt1,Cat6,sku8,WEST BENGAL,E,1,1984.55
01-11-2024,1,A18631,Plt1,Cat2,sku5,MAHARASHTRA,W,1,1045
01-11-2024,1,A18632,Plt1,Cat4,sku15,MAHARASHTRA,W,1,2184.05
01-11-2024,1,A18633,Plt1,Cat2,sku13,UTTAR PRADESH,N,1,1424.05
01-11-2024,1,A18634,Plt1,Cat2,sku28,UTTAR PRADESH,N,1,2089.05
01-11-2024,1,A18635,Plt1,Cat1,sku225,BIHAR,E,1,6365
01-11-2024,1,A18636,Plt1,Cat1,sku187,MAHARASHTRA,W,1,8375
01-11-2024,1,A18637,Plt1,Cat1,sku96,GOA,W,1,3850
01-11-2024,1,A18638,Plt1,Cat4,sku15,MAHARASHTRA,W,1,2299
01-11-2024,1,A18639,Plt1,Cat4,sku15,KARNATAKA,S,1,2299
01-11-2024,1,A18640,Plt1,Cat2,sku2,HARYANA,N,1,1999
01-11-2024,1,A18641,Plt1,Cat4,sku106,MAHARASHTRA,W,1,2060.55
01-11-2024,1,A18642,Plt1,Cat3,sku16,ANDHRA PRADESH,S,1,999
01-11-2024,1,A18643,Plt1,Cat6,sku95,TELANGANA,S,1,1769
01-11-2024,1,A18644,Plt1,Cat5,sku147,KARNATAKA,S,1,2999
01-11-2024,1,A18645,Plt1,Cat6,sku20,KERALA,S,1,1690.05
01-11-2024,1,A18646,Plt1,Cat3,sku143,UTTAR PRADESH,N,1,2279.05
01-11-2024,1,A18647,Plt1,Cat2,sku2,UTTAR PRADESH,N,1,1899.05
01-11-2024,1,A18648,Plt1,Cat3,sku3,HARYANA,N,1,1044.05
01-11-2024,1,A18649,Plt1,Cat5,sku159,DELHI,N,1,3999
01-11-2024,1,A18650,Plt1,Cat6,sku73,TELANGANA,S,1,1443.05
01-11-2024,1,A18651,Plt1,Cat1,sku202,TELANGANA,S,1,8360
01-11-2024,1,A18652,Plt1,Cat3,sku82,DELHI,N,1,1919
01-11-2024,1,A18653,Plt1,Cat6,sku18,KERALA,S,1,1789
01-11-2024,1,A18654,Plt1,Cat4,sku33,MAHARASHTRA,W,1,2184.05
01-11-2024,1,A18655,Plt1,Cat2,sku2,KARNATAKA,S,1,1999
01-11-2024,1,A18656,Plt1,Cat3,sku82,TAMIL NADU,S,1,1919
01-11-2024,1,A18657,Plt1,Cat2,sku36,TAMIL NADU,S,1,1100
01-11-2024,1,A18658,Plt1,Cat6,sku45,TAMIL NADU,S,1,1443.05
01-11-2024,1,A18659,Plt1,Cat6,sku40,DELHI,N,1,2095.27
01-11-2024,1,A18659,Plt1,Cat6,sku139,DELHI,N,1,2095.28
01-11-2024,1,A18660,Plt1,Cat4,sku15,MAHARASHTRA,W,1,2184.05
01-11-2024,1,A18661,Plt1,Cat6,sku64,DELHI,N,1,1566.55
01-11-2024,1,A18662,Plt1,Cat6,sku8,MAHARASHTRA,W,1,1984.55
01-11-2024,1,A18663,Plt1,Cat6,sku18,TELANGANA,S,1,1789
01-11-2024,1,A18664,Plt1,Cat6,sku78,MAHARASHTRA,W,1,1649
01-11-2024,1,A18665,Plt1,Cat6,sku9,UTTAR PRADESH,N,1,1481.05
01-11-2024,1,A18666,Plt1,Cat2,sku5,MAHARASHTRA,W,1,1100
01-11-2024,1,A18667,Plt1,Cat6,sku17,UTTAR PRADESH,N,1,1481.05
01-11-2024,1,A18668,Plt1,Cat1,sku56,KARNATAKA,S,1,4056.5
01-11-2024,1,A18669,Plt1,Cat5,sku159,TAMIL NADU,S,1,3799.05
01-11-2024,1,A18670,Plt1,Cat1,sku101,TAMIL NADU,S,1,6080
01-11-2024,1,A18671,Plt1,Cat4,sku15,MAHARASHTRA,W,1,2299
01-11-2024,1,A18672,Plt1,Cat1,sku29,TAMIL NADU,S,1,5750
01-11-2024,1,A18673,Plt1,Cat1,sku56,BIHAR,E,1,4056.5
01-11-2024,1,A18674,Plt1,Cat4,sku106,KERALA,S,1,2060.55
01-11-2024,1,A18675,Plt1,Cat4,sku4,MADHYA PRADESH,W,1,2184.05
01-11-2024,1,A18676,Plt1,Cat2,sku13,DELHI,N,1,1499
01-11-2024,1,A18677,Plt1,Cat6,sku77,KERALA,S,1,1690.05
01-11-2024,1,A18678,Plt1,Cat6,sku73,MAHARASHTRA,W,1,1519
01-11-2024,1,A18679,Plt1,Cat1,sku120,ANDHRA PRADESH,S,1,3150
01-11-2024,1,A18679,Plt1,Cat1,sku29,ANDHRA PRADESH,S,1,5750
01-11-2024,1,A18679,Plt1,Cat1,sku1,ANDHRA PRADESH,S,1,5390
01-11-2024,1,A18680,Plt1,Cat1,sku32,ANDHRA PRADESH,S,1,2992.5
01-11-2024,1,A18681,Plt1,Cat4,sku33,DELHI,N,1,2299
01-11-2024,1,A18682,Plt1,Cat4,sku46,MAHARASHTRA,W,1,2060.55
01-11-2024,1,A18683,Plt1,Cat4,sku4,RAJASTHAN,W,1,2184.05
01-11-2024,1,A18684,Plt1,Cat4,sku4,TAMIL NADU,S,1,2299
01-11-2024,1,A18685,Plt1,Cat1,sku221,UTTAR PRADESH,N,1,6365
01-11-2024,1,A18686,Plt1,Cat1,sku23,KARNATAKA,S,1,3657.5
01-11-2024,1,A18686,Plt1,Cat1,sku88,KARNATAKA,S,1,5250
01-11-2024,1,A18686,Plt1,Cat1,sku44,KARNATAKA,S,1,3375
01-11-2024,1,A18687,Plt1,Cat3,sku3,WEST BENGAL,E,1,1099
01-11-2024,1,A18688,Plt1,Cat4,sku33,UTTAR PRADESH,N,1,2184.05
01-11-2024,1,A18689,Plt1,Cat3,sku3,TELANGANA,S,1,1099
01-11-2024,1,A18690,Plt1,Cat6,sku71,DELHI,N,1,1769
01-11-2024,1,A18691,Plt1,Cat2,sku5,MAHARASHTRA,W,1,1045
01-11-2024,1,A18692,Plt1,Cat2,sku28,TELANGANA,S,1,2089.05
01-11-2024,1,A18693,Plt1,Cat4,sku33,ANDHRA PRADESH,S,1,2184.05
01-11-2024,1,A18694,Plt1,Cat4,sku15,MAHARASHTRA,W,1,2299
01-11-2024,1,A18695,Plt1,Cat2,sku121,UTTAR PRADESH,N,1,1499
01-11-2024,1,A18696,Plt1,Cat2,sku41,KERALA,S,1,1499
01-11-2024,1,A18697,Plt1,Cat4,sku46,MAHARASHTRA,W,1,2060.55
01-11-2024,1,A18698,Plt1,Cat1,sku42,MAHARASHTRA,W,1,3375
01-11-2024,1,A18699,Plt1,Cat6,sku139,TELANGANA,S,1,2041.55
01-11-2024,1,A18700,Plt1,Cat2,sku12,KARNATAKA,S,1,1519.05
01-11-2024,1,A18701,Plt1,Cat4,sku15,GUJARAT,W,1,2184.05
01-11-2024,1,A18702,Plt1,Cat1,sku42,MAHARASHTRA,W,1,3375
01-11-2024,1,A18703,Plt1,Cat2,sku10,DELHI,N,1,1699
01-11-2024,1,A18704,Plt1,Cat4,sku15,CHHATTISGARH,W,1,2184.05
01-11-2024,1,A18705,Plt1,Cat6,sku72,DELHI,N,1,1443.05
01-11-2024,1,A18706,Plt1,Cat4,sku15,TAMIL NADU,S,1,2299
01-11-2024,1,A18707,Plt1,Cat6,sku45,TELANGANA,S,1,1443.05
01-11-2024,1,A18708,Plt1,Cat6,sku11,KARNATAKA,S,1,1679
01-11-2024,1,A18709,Plt1,Cat1,sku34,ANDHRA PRADESH,S,1,4655
01-11-2024,1,A18710,Plt1,Cat1,sku182,ANDHRA PRADESH,S,1,7319.75
01-11-2024,1,A18711,Plt1,Cat1,sku157,TELANGANA,S,1,4787.05
01-11-2024,1,A18712,Plt1,Cat4,sku15,MAHARASHTRA,W,1,2184.05
01-11-2024,1,A18713,Plt1,Cat6,sku18,KARNATAKA,S,1,1699.55
01-11-2024,1,A18714,Plt1,Cat2,sku68,HARYANA,N,1,2199
01-11-2024,1,A18715,Plt1,Cat2,sku43,BIHAR,E,1,1519.05
01-11-2024,1,A18716,Plt1,Cat2,sku35,WEST BENGAL,E,1,1499
30-12-2024,30,A18717,Plt1,Cat1,sku221,BIHAR,E,1,5699.05
30-12-2024,30,A18718,Plt1,Cat1,sku124,MAHARASHTRA,W,1,4499
30-12-2024,30,A18719,Plt1,Cat4,sku4,-,N,1,1899.05
30-12-2024,30,A18720,Plt1,Cat3,sku3,MAHARASHTRA,W,1,879
30-12-2024,30,A18721,Plt1,Cat2,sku13,MAHARASHTRA,W,1,1176
30-12-2024,30,A18722,Plt1,Cat4,sku15,HARYANA,N,1,1999
30-12-2024,30,A18723,Plt1,Cat4,sku33,KERALA,S,1,1899.05
30-12-2024,30,A18724,Plt1,Cat1,sku32,KARNATAKA,S,1,2879
30-12-2024,30,A18725,Plt1,Cat1,sku96,ODISHA,E,1,3276.55
30-12-2024,30,A18725,Plt1,Cat1,sku32,ODISHA,E,1,2735.05
30-12-2024,30,A18726,Plt1,Cat3,sku137,KERALA,S,1,2199
30-12-2024,30,A18727,Plt1,Cat2,sku5,MAHARASHTRA,W,1,849
30-12-2024,30,A18728,Plt1,Cat2,sku36,RAJASTHAN,W,1,899
30-12-2024,30,A18729,Plt1,Cat6,sku95,HARYANA,N,1,1424.05
30-12-2024,30,A18730,Plt1,Cat4,sku4,BIHAR,E,1,1999
30-12-2024,30,A18731,Plt1,Cat1,sku57,JHARKHAND,E,1,2849.05
30-12-2024,30,A18732,Plt1,Cat2,sku36,MAHARASHTRA,W,1,899
30-12-2024,30,A18733,Plt1,Cat4,sku33,UTTAR PRADESH,N,1,1899.05
30-12-2024,30,A18734,Plt1,Cat3,sku3,TAMIL NADU,S,1,835.05
30-12-2024,30,A18735,Plt1,Cat1,sku116,MAHARASHTRA,W,1,2999
30-12-2024,30,A18736,Plt1,Cat6,sku18,PUNJAB,N,1,1599
30-12-2024,30,A18737,Plt1,Cat1,sku253,KARNATAKA,S,1,5034.05
30-12-2024,30,A18737,Plt1,Cat1,sku21,KARNATAKA,S,1,1899.05
30-12-2024,30,A18738,Plt1,Cat1,sku199,HARYANA,N,1,11384
30-12-2024,30,A18739,Plt1,Cat1,sku117,UTTAR PRADESH,N,1,3211
30-12-2024,30,A18740,Plt1,Cat4,sku15,UTTAR PRADESH,N,1,1899.05
30-12-2024,30,A18741,Plt1,Cat6,sku45,WEST BENGAL,E,1,1234.05
30-12-2024,30,A18742,Plt1,Cat2,sku7,KARNATAKA,S,1,1223.6
30-12-2024,30,A18743,Plt1,Cat4,sku15,JAMMU AND KASHMIR,N,1,1999
30-12-2024,30,A18744,Plt1,Cat3,sku16,TELANGANA,S,1,854.05
30-12-2024,30,A18745,Plt1,Cat1,sku23,WEST BENGAL,E,1,3449
30-12-2024,30,A18746,Plt1,Cat1,sku119,TAMIL NADU,S,1,2374.05
30-12-2024,30,A18747,Plt1,Cat3,sku137,HARYANA,N,1,2089.05
30-12-2024,30,A18748,Plt1,Cat1,sku118,KERALA,S,1,3965
30-12-2024,30,A18749,Plt1,Cat3,sku81,WEST BENGAL,E,1,1749
30-12-2024,30,A18750,Plt1,Cat6,sku55,WEST BENGAL,E,1,1299
30-12-2024,30,A18751,Plt1,Cat6,sku48,ODISHA,E,1,1499
30-12-2024,30,A18752,Plt1,Cat2,sku121,MAHARASHTRA,W,1,1187
30-12-2024,30,A18753,Plt1,Cat1,sku173,RAJASTHAN,W,1,9689.05
30-12-2024,30,A18754,Plt1,Cat6,sku18,GUJARAT,W,1,1519.05
30-12-2024,30,A18755,Plt1,Cat2,sku5,MAHARASHTRA,W,1,806.55
30-12-2024,30,A18756,Plt1,Cat4,sku46,DELHI,N,1,1804.05
30-12-2024,30,A18757,Plt1,Cat4,sku15,GUJARAT,W,1,1899.05
30-12-2024,30,A18758,Plt1,Cat6,sku45,MAHARASHTRA,W,1,1234.05
30-12-2024,30,A18759,Plt1,Cat4,sku15,MAHARASHTRA,W,1,1899.05
30-12-2024,30,A18760,Plt1,Cat1,sku175,UTTAR PRADESH,N,1,6649.05
30-12-2024,30,A18761,Plt1,Cat4,sku46,TAMIL NADU,S,1,1804.05
30-12-2024,30,A18762,Plt1,Cat4,sku15,UTTAR PRADESH,N,1,1999
30-12-2024,30,A18763,Plt1,Cat2,sku12,UTTAR PRADESH,N,1,1234.05
30-12-2024,30,A18764,Plt1,Cat4,sku33,UTTAR PRADESH,N,1,1899.05
30-12-2024,30,A18765,Plt1,Cat1,sku92,GUJARAT,W,1,3561.55
30-12-2024,30,A18766,Plt1,Cat1,sku84,DELHI,N,1,2374.05
30-12-2024,30,A18767,Plt1,Cat2,sku5,MAHARASHTRA,W,1,849
30-12-2024,30,A18768,Plt1,Cat1,sku254,MAHARASHTRA,W,1,13949
30-12-2024,30,A18769,Plt1,Cat1,sku49,ANDHRA PRADESH,S,1,2735.05
30-12-2024,30,A18770,Plt1,Cat4,sku15,GUJARAT,W,1,1999
30-12-2024,30,A18771,Plt1,Cat1,sku129,MAHARASHTRA,W,1,4559.05
30-12-2024,30,A18772,Plt1,Cat2,sku2,TELANGANA,S,1,1804.05
30-12-2024,30,A18773,Plt1,Cat6,sku8,WEST BENGAL,E,1,1999
30-12-2024,30,A18774,Plt1,Cat2,sku10,DELHI,N,1,1399
30-12-2024,30,A18775,Plt1,Cat1,sku221,TELANGANA,S,1,5699.05
30-12-2024,30,A18776,Plt1,Cat6,sku73,WEST BENGAL,E,1,1299
30-12-2024,30,A18777,Plt1,Cat1,sku113,RAJASTHAN,W,1,3839
30-12-2024,30,A18778,Plt1,Cat1,sku118,KARNATAKA,S,1,3965
30-12-2024,30,A18779,Plt1,Cat4,sku33,HARYANA,N,1,1899.05
30-12-2024,30,A18780,Plt1,Cat3,sku16,MAHARASHTRA,W,1,854.05
30-12-2024,30,A18781,Plt1,Cat1,sku124,MANIPUR,E,1,4499
